cluster_id,num_stocks,mean_return,median_return,win_rate,sharpe,volatility,skewness,num_samples
272,8,5.7460203,-0.012345672,0.36558477129553546,0.037299313,154.05164,26.965822,14604
315,15,2.00085,-0.0011123419,0.4388690236567288,0.022076003,90.63461,45.916058,42229
348,29,0.9851175,-0.010846019,0.440623953630685,0.015563757,63.29561,65.779655,86609
397,31,0.96133596,0.0,0.48877031889812633,0.01536591,62.562904,66.55158,88649
41,55,0.71881783,-0.0021120608,0.4716971596078035,0.01329547,54.06487,77.02012,118716
152,42,0.48875812,0.0038626194,0.5163426229041532,0.010995923,44.44903,93.69321,175645
299,79,0.47422537,0.0025707483,0.511049617375709,0.01085337,43.693836,95.31258,181771
477,101,0.36425287,0.0,0.49665621514698766,0.009531037,38.21755,108.97469,237605
35,62,0.3362327,0.004832387,0.5195574628073067,0.0091959555,36.563107,113.90808,259594
454,57,0.3290761,0.004555464,0.520624543642011,0.00908179,36.23472,114.940834,264321
90,60,0.32895783,0.007819295,0.5397591266933469,0.009109313,36.112255,115.33138,266115
316,69,0.31904227,0.0034735203,0.5149278765514927,0.008968725,35.572758,117.07967,274252
255,91,0.2968301,0.0,0.4989788789165368,0.008693786,34.142788,121.98249,297712
79,117,0.2927012,-0.006172836,0.4611383563679596,0.008645765,33.854866,123.01721,302805
222,87,0.2910535,0.0077169538,0.543458334993823,0.008573294,33.948856,122.6827,301116
362,82,0.274251,0.0,0.49182049987219534,0.0083381785,32.891,126.62794,320802
321,77,0.2734413,0.0057943463,0.5279157529068496,0.008304583,32.926556,126.4927,320106
148,69,0.26547176,0.00746274,0.5349163392463789,0.008231555,32.2505,129.14433,333669
322,97,0.24579999,0.0066592693,0.5315515715833258,0.00794714,30.929361,134.6611,362787
311,81,0.24247713,0.001507163,0.5039670442620164,0.00792443,30.598684,136.11359,370679
267,77,0.23797081,0.0060017705,0.5262121276731839,0.007824616,30.413101,136.94778,375208
271,79,0.23746364,0.0062555075,0.5290856283249211,0.0077980715,30.451586,136.77594,374257
101,96,0.23509784,0.002145052,0.5062922690509041,0.0078140795,30.08644,138.43239,383407
402,77,0.22426498,0.008960366,0.5455413071964733,0.00757621,29.60121,140.70657,396069
34,86,0.22308248,0.0066666603,0.529843829325434,0.00782404,28.512442,145.29451,429402
382,97,0.21029769,0.0026720762,0.5091629898719965,0.0074116047,28.37411,146.78824,431082
411,105,0.20252866,0.005504608,0.5231589718568515,0.007233384,27.999157,148.75612,442701
425,99,0.19093922,0.009533763,0.5459316648969433,0.007075274,26.98683,154.3386,476534
419,99,0.17386226,0.007049322,0.5344065849923431,0.0067453547,25.77511,161.59375,522400
96,116,0.17325921,0.009345889,0.5490174689203258,0.0067228368,25.771742,161.61758,522528
230,101,0.17143092,0.008333385,0.541767313809038,0.0067195212,25.512371,163.25797,533216
200,107,0.16966991,0.0055470467,0.526278685336445,0.0066601466,25.4754,163.49413,534768
88,105,0.16837321,0.00920248,0.5448987262785819,0.0066420115,25.349731,164.3085,540071
208,117,0.16772692,0.0045028925,0.5175047462484634,0.006676409,25.122326,165.79123,549908
325,107,0.16499242,0.009229362,0.5459578497494857,0.0065757474,25.091053,166.0023,551266
364,106,0.16495503,0.0058602095,0.5279150537245396,0.006583453,25.056005,166.2313,552820
308,112,0.16082789,0.009036303,0.5392045888570218,0.0065519707,24.546492,169.68347,576004
240,110,0.16058141,0.007905126,0.5345141807650196,0.0064863767,24.75672,168.24345,566260
