episode,return,portfolio_value,num_positions,avg_critic_loss,avg_actor_loss,avg_entropy,buffer_size
49,0.144604400940666,114930.59616842231,1,0.008513031946495175,0.15997954060633976,1.086949356396993,23011
50,0.0014542138475369926,100003.95378107746,1,0.010292345855850727,0.1491082082192103,1.089027229944865,23517
51,-0.07818891373435624,92111.3105862382,1,0.01251587578250716,0.15365040947993597,1.08600705464681,23975
52,0.01783328799512708,101700.33754791638,1,0.006293257298724105,0.1621618499358495,1.0904411951700845,24400
53,-0.0740542938721025,92768.41501377338,1,0.008160338158874462,0.15816961228847504,1.095285948117574,24881
54,0.23991218360874247,125761.64235824911,0,0.01074872015354534,0.14509052882591883,1.0894889831542969,25387
55,0.08551744437771219,108443.2979255701,1,0.004667048951766143,0.15193512241045634,1.091052762667338,25812
56,0.09918423515736459,110249.12525462334,1,0.010879981044369439,0.15411047140757242,1.0874240795771282,26236
57,0.012685991351716738,101174.38290531537,1,0.0132918070962963,0.1553847849369049,1.0946121533711752,26690
58,0.02543451611019125,102498.75309940739,1,0.007022781879641116,0.1574380060036977,1.0902387777964273,27215
59,-0.14198111091540597,86435.15646902117,1,0.01074033545058531,0.15957554628451665,1.094473385810852,27727
60,0.09692060033115252,109729.59662557165,1,0.009107967415669311,0.15492472648620606,1.0873895088831584,28193
61,0.04336500344657657,104210.23898140897,1,0.00800982136085319,0.15673416256904601,1.087543749809265,28690
62,-0.03848857530341038,95898.77195277449,1,0.0057200234228124225,0.15199060440063478,1.0876698970794678,29190
63,-0.041199414556302945,94977.0279868581,1,0.010968196112662554,0.16855280299981434,1.0897762537002564,29676
64,-0.07137295622766686,92814.4247524955,1,0.011344644578639419,0.1589298243323962,1.0928123315175375,30104
65,0.0781881269247921,107477.11560761728,1,0.005729360203258693,0.1602604607741038,1.0878865798314412,30544
66,0.2945921732734123,131902.00253868225,1,0.010252721634848664,0.15902473032474518,1.088620646794637,30975
67,-0.0477426690479783,95276.86457376274,0,0.010780512921822567,0.16422575016816457,1.0917055288950601,31451
68,0.01586916551383532,101439.3796051536,1,0.010139587199470649,0.16402366161346435,1.074804917971293,31908
69,0.10226332480156092,109186.35165011763,1,0.008933319341546545,0.1589194158713023,1.0895148913065593,32369
70,0.12314567372822362,112466.69800101174,1,0.007487529139810553,0.17021512985229492,1.0909360567728679,32835
71,0.06474793475132966,106358.1067754053,1,0.003949507896322757,0.17175623873869578,1.0873860279719034,33271
72,-0.13737191143833336,85756.90285529004,1,0.009168197821903352,0.1695219447215398,1.09209086894989,33730
73,0.006019566460957883,100399.94615329042,1,0.005326904216781258,0.16930809716383616,1.0928911368052165,34236
74,-0.06128721899922522,93984.20434866869,1,0.010256734420545399,0.1687321295340856,1.0915447394053142,34690
75,0.10052875751385493,110254.86942391151,1,0.007200848045370852,0.16680324574311575,1.0916084369023642,35127
76,0.0355519820919692,103495.98029644605,1,0.006905002201286455,0.17102641463279725,1.093831443786621,35587
77,-0.05119503188514965,93548.26219376447,1,0.007405616203323006,0.16582023998101553,1.0866973161697389,36038
78,0.03640492534544344,103443.65792229743,1,0.008472136299436292,0.17238487899303437,1.0890056451161703,36520
79,-0.05957976447028628,93975.44792303897,1,0.008396233699750155,0.17768371204535166,1.092342217763265,36999
80,0.04266482186198662,104018.23953676893,1,0.008926537640703221,0.1716990371545156,1.0870054006576537,37486
81,-0.058032231767529,94230.9495540758,1,0.013034771344003578,0.17733065783977509,1.0869410753250122,37940
82,-0.05710622452452027,94150.60184648521,1,0.011394076495586583,0.16589827140172322,1.0934593518575033,38439
83,0.03577499651422106,103357.40682701094,1,0.007145356730325148,0.17687351902325948,1.0886044104894002,38868
84,0.056068383230277,105105.09892375325,1,0.00919672982612004,0.1719772865374883,1.0968872944513957,39334
85,0.05190564235052231,104968.40490897547,1,0.006616780596474806,0.16826246976852416,1.0969883998235066,39772
86,-0.007880908683824251,99146.83775011063,1,0.012055915089634557,0.17005423804124195,1.0923684199651083,40244
87,-0.05180587927028942,94754.01707857479,1,0.009508233796805144,0.18627720574537912,1.0956148783365884,40671
88,-0.05508220363747643,93137.72847984283,1,0.006172301829792559,0.18208920657634736,1.0939859946568806,41099
89,-0.08199582635519873,91739.04623023511,1,0.012088280357420444,0.18170305987199148,1.09329567750295,41591
90,-0.04104364929119835,95808.13167110729,1,0.009895589881731818,0.17971326410770416,1.0924007495244343,42025
91,-0.02626940120389168,96962.77202465119,1,0.00768523655909424,0.18349606692790985,1.0902152220408121,42457
92,-0.04583689784232735,95451.95725804978,1,0.006252334736442814,0.16886021792888642,1.0878058989842734,42913
93,-0.04369261159392952,95596.51146662308,1,0.008405635610688477,0.1847943643728892,1.0912902275721232,43353
94,-0.009676414161564263,98349.39387897152,1,0.00998843969233955,0.1760455548763275,1.0924511512120565,43801
95,0.030952279247364458,102997.88850469727,1,0.006382969242986291,0.1801724632581075,1.091634742418925,44288
96,-0.06871251098490228,91938.95797368183,1,0.006337419253153106,0.17557098666826884,1.089883852005005,44718
97,-0.02260886174818683,97403.89846424168,1,0.006235150492284447,0.18270224928855897,1.091131075223287,45177
98,0.007600697472561891,100646.11572754393,1,0.005586270045023411,0.18300471901893617,1.0934563795725505,45659
99,-0.05385159201967034,94025.18659285476,1,0.008435794544251014,0.18743516405423483,1.0912067333857218,46101
100,-0.5046958076873906,53827.61649363573,1,0.013251131610013544,0.18494056860605876,1.0853898207346597,46543
101,0.031058384618363653,103005.4444681544,1,0.006502349480676154,0.18116473853588105,1.09416823387146,46973
102,-0.004472777468297887,99464.3654235814,1,0.007105766733487447,0.17545078297456104,1.0925287087758382,47425
103,-0.054216118321485374,94653.49469191319,1,0.008555456693284214,0.18239202896753948,1.0926238854726156,47866
104,0.14465123130230817,113397.26519518031,1,0.007167767011560499,0.18531803488731385,1.0831889788309732,48301
105,-0.0367097238793941,96100.42722680629,1,0.0069647979262905816,0.1895946631828944,1.092604931195577,48764
106,-0.10940193187026233,89479.12874210626,1,0.007975072281745573,0.192719504237175,1.0881433645884195,49212
107,0.0730796479969297,107443.37134693193,1,0.0076083754383337995,0.1834738165140152,1.0920515139897664,49659
108,-0.047932882806756505,94286.81198854021,1,0.006263609878563632,0.18439765373865763,1.0918728590011597,50073
109,0.17138407570421674,118179.39218815701,1,0.010246073194624235,0.1889070431391398,1.0907141844431558,50537
110,0.12074731097516694,112510.6720897373,1,0.00543416750151664,0.18150899410247803,1.0905519803365071,50979
111,0.034354576921675886,103144.03895605305,1,0.009323881440407907,0.18936917781829835,1.0947351296742758,51410
112,0.01225473649894307,101125.70247954076,1,0.008011966272412489,0.18911651770273843,1.09060537815094,51843
113,0.7657973420481939,178239.0106100529,1,0.005631414556410164,0.19077367186546326,1.0904610315958658,52339
114,-0.04898870431050901,94974.9322935674,1,0.00850602010032162,0.1908893128236135,1.0935364723205567,52826
115,0.0056953622125867215,100396.89540845648,1,0.005763744314511617,0.18750621577103932,1.0923464218775432,53306
116,0.08391593123579762,108629.10707509576,1,0.008512670651543885,0.18970912396907808,1.09206067721049,53792
117,0.08457075611411842,108301.72779727438,1,0.01377898328161488,0.18800309499104817,1.0811173041661581,54238
118,-0.04859438557873947,95101.50480119287,1,0.009020805075609435,0.19575004577636718,1.0913530190785725,54703
119,-0.17730917580024375,82730.10183098822,0,0.007271637903371205,0.19813808699448904,1.094724218050639,55130
120,0.058449917762588864,105647.0794485568,1,0.006185923838832726,0.19353154997030894,1.0949267943700154,55568
121,-0.13990281839103172,86241.34336775969,1,0.006505358378247669,0.19474382201830545,1.0875656525293986,56004
122,0.046800615966191804,104714.4722098349,1,0.008688629403089483,0.18987156848112743,1.0919022719065348,56420
123,0.032680079286167875,103197.99397567101,1,0.007962045527528971,0.19157654643058777,1.0932663758595784,56831
124,0.005094159209135353,100259.16498535904,1,0.007841446293362727,0.19596596757570903,1.089098819096883,57315
125,-0.2329178934240205,78322.00385181495,1,0.008481231553014367,0.2010063370068868,1.0866724332173665,57820
126,-0.23857478770784765,78022.65775819472,1,0.009132840674525747,0.195510932803154,1.0946030616760254,58279
127,-0.2341540277196397,78239.53391758952,1,0.008403817754394064,0.1939481755097707,1.0940147797266642,58727
128,0.15840524537673953,114935.39857271587,1,0.006373738695401698,0.19770528872807822,1.0882830301920572,59150
129,-0.08820735480357739,90604.74380772177,1,0.008271419606171549,0.1926182876030604,1.0939855416615805,59581
130,-0.05002309384049153,94987.27602879325,1,0.00507973250738966,0.1959550658861796,1.0949259837468466,60012
131,0.04342418194018427,104316.200460803,1,0.0070748402155004445,0.19055816729863484,1.0902112007141114,60443
132,-0.06479020609666195,92885.61114932195,1,0.0044270616645614306,0.19304422835508983,1.0927879412968953,60872
133,-0.11254358125651417,89011.98500915474,1,0.007800620561465621,0.1969215859969457,1.0904486576716106,61303
134,0.04623751743078686,104607.65366436914,1,0.00620680433154727,0.20123345156510672,1.0877803802490233,61801
135,0.0777301014193595,107996.5118139585,1,0.008449247421231121,0.19713803430398305,1.0908953110376993,62250
136,0.07691797965418298,107560.01723561354,1,0.004578937326247493,0.2025198221206665,1.0835081179936727,62734
137,0.17087913189169146,116763.92018831584,1,0.006811455520801246,0.19838715294996898,1.0922548453013101,63184
138,-0.000768648368706855,99813.87119817198,1,0.006028556792686383,0.20783182581265766,1.0929537852605185,63663
139,0.9947175092302721,217137.21430705197,1,0.0064806941586236155,0.19506842593352,1.0955792506535849,64095
140,-0.0695985813456312,93025.64015244483,1,0.006175609848772486,0.1941670924425125,1.0945338646570841,64526
141,-0.0816602485046797,91040.58943103322,1,0.006143038219306618,0.18848192890485127,1.0906468232472737,64959
142,-0.23197014947828537,78769.92809903495,1,0.00577515290157559,0.20015711585680643,1.091855025291443,65471
143,0.0007587601259631052,99741.12349188681,1,0.006917269978051384,0.2041790932416916,1.095281728108724,65891
144,0.010983378563768997,100864.71601931134,1,0.005490587806950013,0.19876386721928915,1.0938345670700074,66348
145,-0.007630605666508147,99087.7153156233,1,0.007058510968151192,0.19146201411883038,1.089182162284851,66831
146,-0.00540055435583616,99303.65463731246,1,0.009310013963840902,0.20731391509373984,1.0892820199330648,67262
147,-0.02794412898624192,96923.3568346781,1,0.005899389072631796,0.19731700619061787,1.0932382186253866,67724
148,-0.10629676484063649,89603.97201111366,1,0.007388867984991521,0.19511377811431885,1.084302790959676,68147
149,-0.0511913754232035,94807.50422066655,1,0.003475275096328308,0.1987169563770294,1.0868261416753133,68604
150,-0.016554656249580177,98201.80773343483,1,0.005616473643264423,0.19474591314792633,1.09285196463267,69113
151,-0.0446854932481473,95361.80202431654,1,0.005550859387343129,0.1981410582860311,1.0909258683522542,69592
152,-0.07939762259644509,92202.82555950015,1,0.0037933447437050443,0.20136905213197073,1.0881985823313396,70011
153,0.0978993548788428,109990.04252357988,1,0.007692658462716887,0.20105538765589395,1.0899247407913208,70436
154,-0.20748756442173366,80157.58533790594,0,0.0060058562007422244,0.20287056565284728,1.0869167963663737,70948
155,-0.13439452423295253,86643.88056066586,1,0.006451780729306241,0.20214207867781323,1.0864481925964355,71402
156,-0.025466577055499717,97278.28937220367,1,0.006899158524659773,0.21104611257712047,1.0919507662455241,71906
157,0.015441024128537133,101363.54917843058,1,0.007314987853169442,0.20890453259150188,1.0881630897521972,72395
158,-0.16599449063896632,83901.93016186514,1,0.0061454335344024,0.20143255492051443,1.0893860101699828,72859
159,0.019651973802136964,101828.29905576061,1,0.005131268932018429,0.20655331214269002,1.0932113170623778,73312
160,-0.027698446956662424,96888.81155297643,1,0.007130432908888906,0.20400111476580302,1.0943971554438272,73734
161,-0.08392486265046194,91605.89158836298,1,0.007603612705133855,0.1977173815170924,1.0918108940124511,74165
162,0.04021175617968489,103941.23620576391,1,0.005440980665540943,0.2075573782126109,1.0869255701700846,74670
163,0.023857959062159918,102361.33024059219,1,0.00443687013660868,0.2099697361389796,1.0906311670939128,75132
164,-0.01783394669672643,98081.8885764216,1,0.007046784045329938,0.19880359768867492,1.0931374629338582,75611
165,0.02340194061422692,102104.40407001358,1,0.0036160090550159413,0.20496967931588492,1.0909358183542888,76090
166,0.05460332010346758,105338.43514659193,1,0.006210428437528511,0.2036671737829844,1.0928638776143391,76524
167,-0.1397149433213613,86806.42164078266,1,0.004838374693645164,0.21104838947455087,1.0934869209925333,76975
168,0.012300738600660773,100801.23278661902,1,0.005052125940953071,0.20753096640110016,1.0937110344568888,77405
169,-0.039988027153001454,95851.80542310132,1,0.005237388257713368,0.19818907082080842,1.0946972449620564,77834
170,0.04109629410450562,103517.8032442159,1,0.004540979912659774,0.20250174204508464,1.0897767941157024,78310
171,0.004488006445129204,100341.36633215798,1,0.0037583606550469994,0.20746836960315704,1.0877928256988525,78795
172,0.0058481155417217864,100490.81202475185,1,0.0049170548930608975,0.21015899280707043,1.0915526231129964,79248
173,0.011899456917596037,101021.20686188266,1,0.003534033205748225,0.20326215525468191,1.0928818305333456,79732
174,-0.014643603431055495,98195.99533698446,1,0.0037214314836698276,0.20492463211218517,1.0940707842508952,80147
175,-0.0701437154120712,92707.59838298934,1,0.004097394534619525,0.2033173660437266,1.0916285673777262,80605
176,0.029517326026434726,102883.89641346651,1,0.004946992736464987,0.2045587529738744,1.0943790197372436,81071
177,0.08579723167843688,108561.34231974324,1,0.005126041946156571,0.21153409679730734,1.0908003330230713,81513
178,-0.023903872449291992,96600.49449727958,1,0.005108054129717251,0.21298958162466686,1.0941426197687785,81981
179,0.05685918153382993,105201.94936457885,1,0.0045638433405353375,0.21055833796660106,1.092103083928426,82436
180,0.026653111604713134,102386.49174739118,1,0.006002506834920496,0.21803523103396097,1.0870480378468832,82912
181,-0.026856315451378947,97191.8669183871,1,0.005748210979315142,0.21702804267406464,1.0913602113723755,83379
182,0.0017543470966780448,99843.90953773972,1,0.004669134763147061,0.2117581953605016,1.0914947589238484,83891
183,0.05552289321325983,105460.886268748,1,0.003554303183530768,0.21026723980903625,1.0906169017155964,84330
184,-0.006283234475201732,99160.7321317108,1,0.004864167047586913,0.21812625924746196,1.0898019313812255,84794
185,-0.07706116457392008,92462.8355230887,1,0.006817800136438261,0.21357072393099466,1.0924325704574585,85235
186,-0.18444960160246074,81043.0582155117,1,0.005773598143908505,0.21820819477240244,1.0888186693191528,85678
187,0.18905132910135064,119816.65386176678,1,0.005796750631028165,0.21286681493123372,1.0850814739863077,86160
188,0.008334560282888679,100693.07026294322,1,0.004531919475023945,0.2169989287853241,1.0914640108744302,86623
189,0.021814087797222888,102138.32531374645,1,0.005241746597069626,0.2149177610874176,1.0927757740020752,87041
190,-1.5111136574435732e-05,99841.70791576782,1,0.003373023537763705,0.21098755399386088,1.0902992804845175,87500
191,-0.059770158651152656,94023.6854815075,1,0.005494416687482347,0.21774888932704925,1.0910593032836915,87933
192,0.13482668532784656,114087.08949713926,1,0.004649822111241519,0.20925090312957764,1.0952388445536296,88377
193,0.1956753971127339,119687.14756322891,1,0.005158016601732622,0.21782039403915404,1.0926575899124145,88800
194,0.07051491728383813,107002.3249865738,1,0.006215617406026771,0.21854242384433747,1.0932138204574584,89237
195,0.08697815469824881,108625.2472503309,1,0.0070472705003339796,0.21647074619928997,1.0890590031941731,89668
196,-0.0021801220214341947,99657.28303127398,1,0.004248278161200384,0.21389895677566528,1.0872855504353842,90121
197,-0.025298415978852237,97377.6869137827,1,0.00487007880777431,0.2129218598206838,1.0892083326975504,90557
198,0.007974296354086178,100739.7426101352,1,0.004364619367212678,0.2154022624095281,1.090242568651835,91017
199,-0.020677060726404416,97803.30206388957,1,0.005789542611455545,0.22010301252206166,1.089367151260376,91476
200,-0.033126720500490335,96397.36889675865,1,0.003967645386001095,0.21718693971633912,1.0948312362035115,91890
201,-0.07612035009562738,91844.04644206639,1,0.004268422594759613,0.2112379233042399,1.0936719497044882,92329
202,-0.02550819916407378,97441.2534441978,1,0.004526314653533822,0.21302275558312733,1.093092147509257,92775
203,-0.03965211105909216,96017.45997168633,1,0.0034916704947439334,0.22570552825927734,1.0904120683670044,93257
204,-0.02993080640059641,96945.62381179296,1,0.0038036946129674713,0.21903098821640016,1.0874091545740763,93704
205,-0.011958136846395668,98222.58563581691,1,0.003970592719269916,0.22135236263275146,1.0934043884277345,94115
206,-0.05107893683138033,94931.90027948486,1,0.0027393566386308523,0.2242293318112691,1.089185396830241,94537
207,-0.044213127675299675,95321.97569064787,1,0.003734726330731064,0.22665633161862692,1.091334883371989,94964
208,0.026081957915840785,102621.28599675088,1,0.003662631701445207,0.22225492298603058,1.091351572672526,95402
209,-0.07471561632215329,92646.65922007457,1,0.003576851147226989,0.22633839249610901,1.0870750427246094,96008
210,0.04828620205104812,104698.0515087794,1,0.0029128893084513644,0.21760633091131845,1.0876897970835369,96481
211,0.21054811335347215,120790.56384698572,1,0.005127064819680527,0.212633815407753,1.0919052521387735,96941
212,0.07278957583257321,107163.04225849456,1,0.003928535788630446,0.22532780170440675,1.0949413537979127,97456
213,0.4908089565392387,148104.02820876805,1,0.0043881176970899105,0.2170522858699163,1.0921138525009155,97919
214,-0.02974359632996523,96856.04277326792,1,0.006265949745041629,0.22351054946581522,1.0911594788233439,98373
215,-0.40863542462378916,65522.87466944178,1,0.0040983362744251885,0.22588705519835153,1.0882872422536214,98818
216,-0.09145969682846809,91111.6390001968,1,0.003923186791750292,0.22501915097236633,1.0899278243382773,99245
217,0.0007585574986120173,99617.40117752866,1,0.003996223987390597,0.21984894474347433,1.0916409730911254,99727
218,0.06214451768093619,105998.38107833371,1,0.004883993040615072,0.22535381317138672,1.0886148850123087,100000
219,-0.08171142603960979,91788.63876387602,1,0.0030713818889732164,0.22661724885304768,1.090880529085795,100000
220,0.051983864298963046,105253.00654475643,1,0.0031078540506617475,0.22877119382222494,1.0923694531122843,100000
221,-0.03306967938340935,96659.15348721761,1,0.004307578570054223,0.22900003492832183,1.0901665369669595,100000
222,0.07665035218321847,107264.18033535477,1,0.003415561436365048,0.23012819190820058,1.088853081067403,100000
223,0.03702038051617892,103505.23995150797,1,0.00270001224319761,0.22671350538730622,1.093779945373535,100000
224,0.20818065554505177,122169.52838635555,1,0.0041224615978232276,0.22680608729521434,1.0912099997202556,100000
225,0.08878985021584046,109181.25215723412,1,0.0049152961020202685,0.22096539735794068,1.095941996574402,100000
226,-0.04212990577112477,95716.80977319827,1,0.002857597847469151,0.2239855060974757,1.0932464202245076,100000
227,0.1027278855252185,110466.23252418984,1,0.0034597199604225657,0.22853292822837828,1.0893226464589436,100000
228,0.07608692745544286,107319.01894699101,1,0.004179784321847061,0.22617316643397015,1.0898492813110352,100000
229,0.03263363275175488,103071.8363116596,1,0.0049979279555069905,0.22808462083339692,1.0930947621663412,100000
230,0.20740537927862002,122504.4917390522,1,0.0036315698312440266,0.22820038298765818,1.090577228864034,100000
231,0.07907857174875407,107977.270732971,1,0.003552793263224885,0.2256733626127243,1.0892452239990233,100000
232,0.12089611376564,111717.77207057347,1,0.004192699848984679,0.22486311197280884,1.0914317607879638,100000
233,-0.20008193761494658,81418.7923010113,1,0.003632753569399938,0.22871784567832948,1.091982913017273,100000
234,0.02190893788762777,102125.72329323771,1,0.002212641683096687,0.22630181511243183,1.0903775612513225,100000
235,0.08799376435220006,108048.94831867967,1,0.0029918534448370336,0.2304334690173467,1.0894774278004964,100000
236,0.09073755283888281,107169.07300870467,1,0.0025210409696834785,0.23437746365865073,1.091709049542745,100000
237,0.0008549848068334293,99971.22915584709,1,0.003661800754101326,0.23231647809346517,1.0902081727981567,100000
238,0.03144231647610517,102930.42816637293,1,0.0027090253618856273,0.23907414277394612,1.0926129817962646,100000
239,-0.021156323671722946,97747.27369340076,1,0.003409234987339005,0.2312406063079834,1.0927538792292277,100000
240,-0.054448025081483706,94598.98426311938,1,0.0031813918283053982,0.22943653961022695,1.0932149489720662,100000
241,0.03999084008467965,103911.59600334478,1,0.0019445081144416085,0.2289745529492696,1.0915335734685263,100000
242,-0.09401041758261938,90721.55505786317,1,0.0031557129734816653,0.2398232767979304,1.0865108013153075,100000
243,-0.07313662072581224,92825.34497044614,1,0.0032605113403405992,0.22767566939194997,1.0812211513519288,100000
244,0.011700670995838304,100062.30286466012,1,0.0029068417575520773,0.2381664842367172,1.0880958557128906,100000
245,0.04218306985339791,104229.98903965208,1,0.0038718500911879045,0.24044858813285827,1.0929067691167196,100000
246,-0.07033289719000335,91020.42026612003,1,0.003676730159592504,0.23930811087290446,1.092227586110433,100000
247,0.03477836052876106,103288.70616466459,1,0.0031420491713409623,0.2301700860261917,1.090715487798055,100000
248,0.07344245238093239,107486.30809172688,1,0.0042805518062474825,0.22657863001028697,1.0912914911905924,100000
249,-0.0012700764930398366,97539.16279405169,1,0.0030958228395320474,0.2298044721285502,1.0928456703821818,100000
250,0.07109107190791299,106952.12610285955,1,0.0027118385633608947,0.24681008160114287,1.0920619090398154,100000
251,-0.016682135316919082,98276.93948832342,1,0.0019673846235188346,0.23771229187647502,1.0887701431910197,100000
252,0.01545868844088891,101152.60685683886,1,0.0032820701249875127,0.23797808090845743,1.0891501426696777,100000
253,-0.011207447465180959,98485.63497512692,0,0.0045440070350499205,0.2352733204762141,1.090943161646525,100000
254,0.08138424743627494,108080.5147481088,1,0.0038288514013402166,0.23168559869130453,1.091282343864441,100000
255,0.004330044379841299,100077.07945923512,1,0.0021410215199769785,0.23739515443642933,1.092236344019572,100000
256,-0.08102974916351885,92097.72974603059,1,0.003575393569190055,0.23408933579921723,1.0931742827097575,100000
257,-0.00783272811643446,99101.49021199494,1,0.004183479646841685,0.23902439177036286,1.0938056468963624,100000
258,0.26922046855931214,128951.98040827613,1,0.0028768762247636916,0.237379589676857,1.0929441531499227,100000
259,-0.018222007951171206,98017.89447976205,1,0.003732796907812978,0.24015774528185527,1.0878834962844848,100000
260,-0.03897184611538094,96048.8287698625,1,0.0034160919351658475,0.24105479021867116,1.091256864865621,100000
261,-0.02679939741721054,96974.22020089862,1,0.0024317357941375426,0.23836087981859844,1.0927400191624959,100000
262,-0.14695684723309282,86012.08900258974,1,0.003258463517219449,0.2419999748468399,1.0909048954645792,100000
263,-0.060798545362333166,93852.15422796673,1,0.004062144710527112,0.236607759197553,1.0902288834253946,100000
264,-0.0410078491604572,95686.99306511726,1,0.0040757818050527325,0.23542966147263844,1.0896194299062094,100000
265,0.035641047171021865,103583.11460995904,1,0.004460091299066941,0.2342731455961863,1.0920680999755858,100000
266,-0.010045442112986445,98702.89551167825,1,0.004644397958569849,0.2363937457402547,1.091467054684957,100000
267,-0.1250683405872226,88076.46460227743,1,0.0027054983870281528,0.2423869421084722,1.091449292500814,100000
268,0.07516144259173824,107140.00927911093,1,0.0031822174477080505,0.23301174143950146,1.0917037407557169,100000
269,-0.04830833030863321,95225.16313075027,1,0.002095581371880447,0.23562789857387542,1.089441140492757,100000
