trailingPE,forwardPE,priceToBook,priceToSalesTrailing12Months,pegRatio,enterpriseToRevenue,enterpriseToEbitda,profitMargins,operatingMargins,grossMargins,ebitdaMargins,returnOnEquity,returnOnAssets,revenueGrowth,earningsGrowth,earningsQuarterlyGrowth,debtToEquity,currentRatio,quickRatio,totalCash,totalDebt,freeCashflow,operatingCashflow,trailingEps,forwardEps,bookValue,revenuePerShare,beta,fiftyTwoWeekHigh,fiftyTwoWeekLow,marketCap,dividendYield,payoutRatio,ticker
22.305655,16.546526,2.5380456,2.4369392,,1.909,,0.12533,0.20129,0.95043,0.0,0.11728,0.01646,0.165,0.373,0.334,40.896,0.878,0.861,5789001216.0,2354008064.0,,1158413056.0,5.66,7.63,49.743,51.012,1.144,126.69,73.27,12899392512.0,1.46,0.3186,SF
16.645283,,1.0463765,2.721237,,1.344,,0.17657,0.23746,0.0,0.0,0.06519,0.0063300002,0.073,0.467,0.469,,,,101156000.0,40734000.0,,5309000.0,2.65,,42.155,15.158,0.097,55.85,43.8,105336360.0,1.72,0.2868,SFBC
15.46895,14.27668,2.2153392,7.9282165,,9.906,,0.51313996,0.64379996,0.0,0.0,0.15239,0.01501,0.075,0.093,0.095,,,,593305024.0,1576989056.0,,323615008.0,4.67,5.06,32.609,9.117,0.941,97.181,66.48,3945881088.0,1.85,0.2869,SFBS
,-11.130434,3.3464053,0.5323376,,0.407,-52.41,-0.022349998,-0.02506,0.43973,-0.00777,-0.1467,-0.0425,0.073,,,42.606,1.664,0.933,244160000.0,86950000.0,24017250.0,22286000.0,-0.22,-0.46,1.53,9.879,2.226,6.985,2.6,686971008.0,,0.0,SFIX
,10.134147,1.1128968,1.5510464,,4.635,8.256,-0.00204,0.27638,0.56948,0.56136,-0.00148,0.03049,-0.308,-0.808,-0.806,279.112,0.421,0.333,281679008.0,2767649024.0,134172128.0,317409984.0,-0.01,0.82,7.467,5.808,0.472,11.14,6.73,1201318016.0,9.63,4.1538,SFL
16.57752,20.366669,5.8107467,0.96600306,,1.14,11.998,0.05933,0.07153,0.39061,0.095019996,0.36965,0.11021,0.131,0.341,0.311,129.582,1.046,0.496,322415008.0,1858926976.0,509168736.0,702334016.0,5.16,4.2,14.721,87.89,0.702,182.0,75.75,8359496704.0,,0.0,SFM
,11.524692,0.8055052,-2060.9287,,-2085.811,,0.0,1.23156,0.0,0.0,-0.12417,-0.0166,,,,,,,721736000.0,754355968.0,,416704000.0,-3.26,1.62,23.178,-0.01,0.927,24.51,17.0,2701877504.0,4.55,0.6654,SFNC
16.154799,28.205404,1.1991267,3.9062743,,3.956,,0.23892,0.40602002,0.0,0.0,0.07655,0.0061299996,0.274,0.981,0.977,,,,283268992.0,288672992.0,,30736000.0,3.23,1.85,43.515,13.603,0.76,52.65,29.14,427311264.0,,0.0,SFST
6.785714,,0.63460255,0.14964508,,0.267,6.359,0.021659998,0.029579999,0.09116,0.042069998,0.09522,0.03548,0.16,0.164,0.164,56.745,1.318,1.027,14327000.0,73865000.0,-19731624.0,12265000.0,0.14,,1.497,6.551,-2.797,1.29,0.844,80877328.0,,0.0,SFWL
,-15.55814,2.013241,1.1557758,,1.486,-22.325,-0.16545999,-0.17261,0.17306,-0.06657,-0.2647,-0.07829,-0.006,,,90.621,1.291,1.198,129972000.0,356408000.0,-60981000.0,2077000.0,-0.97,-0.43,3.323,5.838,1.939,42.65,5.14,791919040.0,,0.0,SG
230.2,23.979168,0.4573995,0.6749422,,0.529,11.345,0.00264,-0.022230001,0.11407,0.046669997,0.00177,-0.00059999997,-0.018,,,6.35,2.738,2.269,26270000.0,10291000.0,-405750.0,9113000.0,0.05,0.48,25.164,17.888,0.067,14.27,10.75,74123504.0,8.69,20.0,SGA
,-2.8646615,0.13832413,6.4067574,,10.27,-3.395,0.0,-2.38566,-0.63437,0.0,-2.28409,-0.21801001,-0.4,,,48.902,0.183,0.138,3021757.0,12194025.0,1460190.0,-4800834.0,-244.38,-1.33,27.544,18.374,2.071,122.88,1.81,21673394.0,,0.0,SGBX
27.263887,10.223958,0.80861753,0.27739638,,0.447,10.168,0.0099599995,0.03297,0.37662998,0.043959998,0.02861,0.01879,-0.075,-0.455,-0.492,58.013,2.936,1.706,16651000.0,112450000.0,2222625.0,10201000.0,0.36,0.96,12.138,37.155,1.47,17.4,8.3,156733680.0,5.71,1.5555999,SGC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SGE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SGH
26.738094,23.893616,7.623896,2.423612,,2.25,10.742,0.09804,0.23518999,0.51058,0.20945999,0.32813,0.23642,0.178,8.693,8.787,9.69,1.75,1.729,478000000.0,72000000.0,,,0.42,0.47,1.473,4.642,1.104,14.38,5.45,5678309888.0,1.42,0.2831,SGHC
,-9.9382715,6.571429,5.5964003,,4.917,-8.902,-0.6063,-0.25646,0.86044997,-0.55231,-0.5791,-0.20472999,-0.012,,,63.284,9.601,8.631,92373000.0,40685000.0,-15662125.0,-31326000.0,-0.9,-0.81,1.225,1.475,2.409,8.8,2.03,425617440.0,,0.0,SGHT
,,0.8282993,2.7414556,,-7.733,5.673,0.0,-1.83458,0.20599002,-1.3632201,-1.66294,-0.07705,-0.386,,,57.854,1.164,1.15,17129324.0,1192998.0,9853480.0,-3941340.0,-3.04,,0.735,0.417,1.171,5.49,0.54,4440278.0,,0.0,SGLY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SGMA
,9.336634,12.539894,7.5587025,,8.712,-316.455,-0.23815,-0.31756002,0.092089996,-0.02753,-0.34250998,-0.028970001,0.366,,,198.653,0.489,0.257,6108000.0,166412000.0,-12922714.0,-14248490.0,-0.28,1.01,0.752,1.249,0.015,13.4,4.25,1050350912.0,,0.0,SGML
,-2.254091,26.1,5.075821,,4.948,-1.554,0.0,-61.19277,-2.1910899,0.0,-4.80019,-0.68111,-0.988,,,407.24,0.879,0.693,29616000.0,25424000.0,-38798752.0,-76156000.0,-0.45,-0.22,0.019,0.132,1.415,2.84,0.38,166867616.0,,0.0,SGMO
,-1.8,1.7425689,,,,,0.0,0.0,0.0,0.0,-0.39782003,-0.26519,,,,0.096,13.064,12.759,116693000.0,115000.0,-26935376.0,-44841000.0,-1.78,-3.55,3.667,,3.367,11.41,1.73,207813024.0,,0.0,SGMT
,,-70.588234,13.160683,,12.785,-0.752,0.0,-28.40198,0.81534,0.0,,-3.5771499,-0.448,,,,0.262,0.211,215539.0,77761.0,-3550070.0,-3727302.0,-4.04,,-0.017,0.147,9.097,7.24,0.435,4821337.0,,0.0,SGN
,7.3183336,1.2063187,0.14295441,,0.26,-15.674,-0.0952,-0.11976,0.18009001,-0.01656,-0.58027,-0.024360001,0.096,,,158.147,1.195,1.141,8206000.0,26235000.0,-1432500.0,-15897000.0,-0.63,0.12,0.728,6.26,0.096,2.13,0.85,21032882.0,,0.0,SGRP
,13.642858,1.273522,0.67619145,,2.346,11.53,-0.05213,0.16445999,0.23917,0.20346001,0.00656,0.04191,0.066,,,109.361,1.881,1.336,203400000.0,3885600000.0,131262496.0,282300000.0,-1.36,1.26,13.498,25.941,1.934,26.16,14.94,2223385088.0,,0.0,SGRY
6.976331,13.397727,1.1584946,0.22933021,,0.366,4.773,0.0374,-0.06855,0.31587,0.07666,0.20796,0.069759995,-0.078,,,85.308,0.704,0.475,28082000.0,287972992.0,66617752.0,95154000.0,1.69,0.88,10.177,51.443,0.327,13.75,11.11,407532864.0,6.28,0.4157,SGU
76.5,69.05309,6.1708183,2.4255288,,2.675,22.249,0.03102,0.05187,0.40018,0.12021,0.09078,0.0211,0.159,,,161.432,1.841,1.754,357756992.0,864041984.0,50521752.0,204302000.0,1.02,1.13,12.645,34.199,1.67,144.65,72.93,3331364096.0,,0.0,SHAK
10.327485,11.695364,1.0225825,2.7780516,,1.456,,0.26778,0.4097,0.0,0.0,0.10248,0.009330001,0.087,0.278,0.282,,,,416767008.0,135936992.0,,86332000.0,1.71,1.51,17.27,6.368,0.932,17.84,11.47,590316480.0,2.72,0.2807,SHBI
83.75,20.679012,8.642931,4.136526,,5.858,12.377,0.04818,0.39792,0.55979997,0.47327998,0.108610004,0.07843,0.091,1.833,1.847,414.101,2.384,2.04,299407008.0,2279504896.0,202610880.0,239808000.0,0.2,0.81,1.938,4.055,1.821,17.78,9.53,4758573056.0,,0.0,SHC
,-62.928574,-4.899889,1.3366857,,3.174,34.234,-0.06,0.02631,0.63475,0.09272,,0.00489,0.112,,,,0.718,0.45,142490000.0,2508291072.0,20136250.0,125640000.0,-0.41,-0.14,-1.798,6.623,0.686,8.92,4.6,1722951808.0,,0.0,SHCO
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHCR
14.900001,9.288804,2.413155,0.77537143,,1.736,9.583,0.054380003,0.11347,0.25445,0.18119,0.081549995,0.04901,-0.041,0.324,0.24,41.602,1.352,0.874,33052999680.0,73977004032.0,17617500160.0,46590001152.0,4.9,7.86,30.255,89.794,-0.094,77.47,58.545,208633069568.0,3.92,0.5788,SHEL
,,0.6586078,0.48738736,,0.553,,0.0,-0.92964,1.0,0.0,-2.2974699,-1.3221899,-0.523,-0.529,-0.493,21.683,2.082,1.404,861722.0,1517099.0,,-5129967.0,-19.2,,2.399,3.535,0.872,10.54,1.22,4868102.0,,0.0,SHFS
8.269817,7.6408453,0.00049183297,0.0017614877,,2.3,,0.32311,0.48943,0.0,0.0,0.083459996,0.0065200003,0.034,0.141,0.098,,,,123844341792768.0,155749892227072.0,,-4495761211392.0,6.56,7.1,110301.67,30613.238,0.59,56.13,28.76,26533083136.0,2.93,0.1768,SHG
,-9.310346,-1.8354862,0.1949696,,0.312,-3.537,-0.1233,-0.02468,0.00558,-0.0881,,-0.12611,-0.145,,,,0.834,0.755,17597000.0,75438000.0,-59075248.0,-20808000.0,-1.79,-0.29,-1.471,14.283,0.647,3.5,1.3,96701800.0,,0.0,SHIM
14.216217,4.0306516,0.79462194,1.4773157,,3.101,7.841,0.10258,0.34089002,0.58012,0.3955,0.057779998,0.03744,0.059,-0.004,0.016,105.954,,,36812000.0,287464000.0,,,0.74,2.61,13.239,7.399,0.765,11.15,4.78,222120320.0,4.94,0.6216,SHIP
42.263157,17.844444,2.2793074,3.0971212,,3.46,17.998,0.07666,0.18778999,0.36816,0.19226,0.05863,0.053049996,0.329,,,28.194,2.19,1.456,8589000.0,166242000.0,22380750.0,35142000.0,0.19,0.45,3.523,2.597,1.705,11.36,2.71,1344128896.0,,0.0,SHLS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHLT
,,-7.033133,2.5300565,,3.279,-2.881,-0.93394995,-2.36074,0.24485001,-1.13818,,-0.45113,-0.266,,,,0.603,0.397,3011000.0,62330000.0,,,-2.01,,-0.664,2.376,-0.663,6.7,1.86,201101536.0,,0.0,SHMD
446.50003,33.074074,1.010524,1.8080617,,2.966,13.738,0.01939,0.05185,0.42898998,0.21591,0.008909999,0.014090001,0.013,,-0.593,47.298,1.48,0.885,121845000.0,926846976.0,162851872.0,175626000.0,0.02,0.27,8.837,4.776,1.032,12.41,7.45,1695835264.0,4.03,18.0,SHO
56.256413,14.481849,3.7472246,1.3493859,,1.547,19.287,0.02382,0.05131,0.40847,0.0802,0.0712,0.05869,0.069,-0.624,-0.629,60.966,1.91,0.979,108862000.0,540243968.0,32774376.0,174923008.0,0.78,3.03,11.71,33.384,1.146,45.13,19.05,3188230400.0,1.91,1.0769,SHOO
119.31852,87.07027,16.754732,19.605541,,19.116,118.463,0.16650999,0.1737,0.48747003,0.16137,0.15741,0.07737,0.315,-0.688,-0.681,8.912,3.934,3.057,6349000192.0,1115000064.0,1174749952.0,1923000064.0,1.35,1.85,9.614,8.25,2.83,182.19,69.84,209700864000.0,,0.0,SHOP
,,1.7255507,-730.28107,,-463.039,-1.534,0.0,-95.989944,0.0,0.0,-1.11071,-0.66823,-0.937,,,45.493,1.159,0.995,18714862.0,10503573.0,1521658.0,-13268633.0,-0.35,,0.227,-0.001,1.638,1.34,0.215,67153728.0,,0.0,SHOT
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHPW
32.562073,26.064945,18.552492,3.5683472,,4.135,22.169,0.110489994,0.18197,0.48876,0.18653,0.59939,0.09191,0.032,0.053,0.033,325.153,0.822,0.46,241500000.0,14389000192.0,1919149952.0,3293600000.0,10.23,12.78,17.955,93.683,1.241,385.9,308.84,83055419392.0,0.95,0.3013,SHW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHYF
,-26.24,4.94721,4.411348,,3.849,-37.222,-0.11238,-0.11063,0.79619,-0.1034,-0.12907,-0.068730004,0.206,,,21.401,7.972,6.534,145744000.0,36836000.0,-6168000.0,-1225000.0,-0.51,-0.75,3.978,4.549,0.76,20.05,12.5,853939904.0,,0.0,SIBN
,8.2,0.15378845,0.047880888,,0.919,4.909,-0.03424,0.14095001,0.26855,0.18725,-0.05342,0.031070001,0.066,,,306.747,1.323,0.864,16873877504.0,53237022720.0,-3261508864.0,2541346048.0,-0.22,0.2,10.664,34.252,1.65,1.98,1.24,2174793984.0,14.52,96.1784,SID
,-0.24693334,1.0894117,7.206033,,6.423,-1.28,0.0,-4.3383303,-1.29838,0.0,-1.4280901,-0.43851003,-0.305,,,41.271,1.376,1.048,12734087.0,9897209.0,-18403064.0,-19601936.0,-1.26,-3.0,0.68,0.207,-1.321,7.65,0.628,26111336.0,,0.0,SIDU
16.5,,1.3211745,1.3298187,,-1.157,,0.08084,0.08182,0.92404,0.0,0.08335,0.012309999,0.189,-0.58,-0.576,278.745,1.138,1.132,481623008.0,256076992.0,,45302000.0,0.18,,2.248,2.241,0.752,5.77,2.08,120068000.0,,0.0,SIEB
,,1.1344827,0.48686698,,0.759,10.52,-0.008880001,0.16922002,0.12806,0.072129995,-0.05631,0.00644,0.005,277.913,46.333,69.192,1.486,1.127,1978000.0,24802000.0,7866250.0,205000.0,-0.31,,5.8,13.851,1.131,7.88,2.33,40732752.0,,0.0,SIF
,46.708336,0.041775517,0.019568985,,0.984,6.045,-0.036170002,0.06722,0.33613998,0.16280001,-0.07519,0.01642,0.025,,,197.014,0.881,0.634,2567000064.0,38461001728.0,-4156410880.0,13526075392.0,-0.25,0.24,268.339,573.098,1.059,17.85,2.8,811048000.0,,0.0,SIFY
25.0,7.229965,1.9679439,0.5007212,,0.631,6.959,0.021259999,0.01825,0.39745998,0.090670004,0.08239,0.06062,0.031,3.083,1.857,66.963,1.499,0.162,234700000.0,1152300032.0,472012512.0,722700032.0,3.32,11.48,42.176,162.407,1.125,110.2,45.55,3415469568.0,1.54,0.3765,SIG
6.0194173,5.0,2.1823301,2.5775964,,1.585,3.005,0.43233,-3.9017498,0.65686995,0.52734,0.39938,0.26434,-0.738,,,0.449,9.168,7.022,171955584.0,914548.0,88438232.0,116642360.0,1.03,1.24,2.841,2.41,0.997,9.62,4.95,443990080.0,,0.0,SIGA
11.947612,9.953787,1.4236927,0.90243685,,0.994,8.385,0.07779,0.11688,0.21305999,0.11856,0.12218001,0.02586,0.093,0.259,0.25,25.855,0.352,0.219,588340992.0,902316992.0,1134577792.0,1188948992.0,6.49,7.79,54.464,86.006,0.259,100.14,71.75,4718332416.0,2.22,0.2342,SIGI
47.015305,28.955225,6.892812,10.987361,,10.718,32.634,0.23256999,0.25898,0.42104,0.32841998,0.14042,0.09995,0.4,0.041,0.036,,2.137,1.903,80344000.0,0.0,113244248.0,72680000.0,1.96,,13.369,8.406,1.221,94.83,39.33,2376203776.0,1.74,0.6122,SII
,-10.5,0.7015032,1.4071738,,0.591,-3.185,-0.25332,-0.19725999,0.30281,-0.18545,-0.11873999,-0.052729998,0.058,,,5.362,4.879,2.98,55139000.0,6411000.0,,,-2.61,-1.4,20.955,10.381,1.054,19.36,12.44,83739504.0,,0.0,SILC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SILK
,-0.62685716,0.91607517,81.05265,,-0.307,0.004,0.0,-63.88161,0.65235,0.0,-0.86112,-0.44373,0.0,,,,8.703,8.29,5866206.0,0.0,-3113872.0,-4798493.0,-0.91,-0.7,0.479,0.012,0.637,3.37,0.36,5844058.0,,0.0,SILO
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SILV
25.634783,27.5514,0.07550166,0.14526358,,-0.449,-2.422,0.08552,0.15487,0.21987,0.18530001,0.04527,0.03971,-0.124,-0.855,-0.854,0.009,6.096,4.747,27582330880.0,5542000.0,-1612632064.0,-414320000.0,1.15,1.07,390.455,202.198,0.343,34.59,22.15,4524932096.0,,0.0,SIM
,-0.34356356,3.5822225,12.223136,,9.973,-1.368,0.0,-16.01923,0.52047,0.0,-2.04042,-0.53089,-0.74,,,83.382,1.701,1.465,6250000.0,3392000.0,-1463625.0,-7351000.0,-3.74,-11.73,1.125,0.592,0.634,7.36,1.71,15523383.0,,0.0,SINT
5.4127765,7.175896,0.64244264,0.86734384,,2.063,7.4,0.1161,0.23252001,0.47048,0.27873,0.088599995,0.04225,-0.006,,,89.192,0.313,0.226,79000000.0,10307000320.0,863750016.0,1896999936.0,4.07,3.07,34.291,25.249,0.925,29.18,18.69,7418392064.0,4.9,0.2651,SIRI
,,0.0038196368,0.01876012,,2.035,-1.862,0.0,-91.78812,0.080299996,-1.09332,-0.82948,-0.103319995,-0.726,,,45.284,0.718,0.077,236887.0,11801376.0,6831329.0,-3988447.0,-6802.27,,52.361,104.259,-1.335,271.5,0.17,180122.0,,0.0,SISI
13.518518,-9.864865,1.241919,2.743614,,3.597,8.895,0.26871002,-0.14449,0.62288,0.40437,0.025409998,0.0021799998,-0.566,,,80.672,2.632,2.334,128234000.0,248702000.0,11627250.0,-3071000.0,0.54,-0.74,5.878,2.669,1.147,15.93,6.76,384001696.0,18.13,0.0,SITC
42.51133,33.85567,3.4503047,1.2542664,,1.439,18.157,0.02994,0.067719996,0.34587002,0.079229996,0.085360005,0.045289997,0.041,0.351,0.331,55.413,2.489,1.009,106900000.0,955600000.0,185012496.0,255100000.0,3.09,3.88,38.072,103.873,1.604,156.93,101.25,5860308992.0,,0.0,SITE
,242.79309,8.327814,32.643635,,29.783,-166.12,-0.25182,-0.19021,0.52205,-0.17929001,-0.07877,-0.050970003,0.448,,,0.402,8.421,7.518,809574976.0,4435000.0,35279376.0,75270000.0,-2.92,1.45,42.274,11.593,2.549,386.0,105.4,9188726784.0,,0.0,SITM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIX
14.005,,0.019108366,0.018103419,,-0.183,-4.019,0.01316,0.0305,0.18608,0.045539998,0.00612,0.02317,-0.058,7.679,7.754,1.313,4.643,4.329,260374000.0,15857000.0,,,0.04,,29.317,31.445,0.861,1.16,0.45,23717616.0,,0.0,SJ
,9.507123,1.762531,1.217477,,2.118,10.179,-0.13608,0.19118999,0.3514,0.20805,-0.17438,0.0452,0.026,,,131.357,0.885,0.281,62800000.0,7960500224.0,322062496.0,969200000.0,-11.23,10.53,56.799,82.377,0.21,121.48,93.3,10681168896.0,4.4,0.8606,SJM
,,115.1923,11368.925,,11378.901,,0.0,-299.10132,1.0,0.0,-0.1079,-0.18211001,-0.979,,,11.406,,,29160.0,274135.0,,,-0.01,,0.052,0.001,0.615,7.22,3.66,279186688.0,,0.0,SJT
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SJW
,,29.77058,,,,-25.541,0.0,0.0,0.0,0.0,-1.3175999,-0.13921,,,,72.397,2.068,2.056,153012992.0,61726000.0,-214209376.0,-98279000.0,-0.7,,0.741,,1.979,22.34,8.53,2671319040.0,,0.0,SKE
,-0.87454766,1.4811032,0.120503455,,1.05,7.116,-0.22241,-0.06898,0.74604,0.14761,-1.26763,-0.02614,-0.026,,,1384.435,0.851,0.665,100512000.0,587734016.0,87383752.0,39922000.0,-13.93,-8.29,4.895,62.705,1.733,34.425,7.2,63143932.0,,0.0,SKIL
,-9.125,2.8294575,0.616575,,1.152,-222.196,-0.038900003,-0.08834,0.64809996,-0.00518,-0.18733999,-0.02922,-0.103,,,577.186,4.981,3.922,217396992.0,378980000.0,38126752.0,38761000.0,-0.16,-0.16,0.516,2.403,1.182,2.69,0.78,186154464.0,,0.0,SKIN
,-1.6876876,0.67613083,0.93386835,,0.016,-0.018,-0.84009004,-0.59443,0.86155,-0.84979,-0.47455,-0.14222,0.114,,,100.068,4.362,4.212,211800992.0,127263000.0,-44831000.0,-76018000.0,-4.75,-3.33,8.312,5.706,2.945,9.11,3.54,86154960.0,,0.0,SKLZ
11.697143,6.4371066,0.00037255863,0.0004536227,,0.556,2.208,0.03388,0.0123000005,0.70292,0.25173,0.055219997,0.02464,-0.122,,,94.832,1.067,0.651,1685766012928.0,11198644879360.0,1229295583232.0,4093675044864.0,1.75,3.18,54944.37,45218.207,0.287,23.8,19.73,7855399936.0,6.83,0.5709,SKM
34.138298,36.465908,5.2494683,6.4225755,,9.414,17.555,0.18743,0.33396,0.73538,0.53625,0.16951999,0.04567,0.104,0.273,0.289,232.926,1.723,0.651,13351000.0,1705368064.0,193681872.0,289384000.0,0.94,0.88,6.113,5.123,1.052,36.76,28.69,3693879808.0,3.65,1.2074,SKT
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKX
22.234375,21.133663,3.0153627,1.8386154,,1.628,13.26,0.08412,0.10931,0.271,0.12279,0.14746,0.08344,0.11,0.096,0.063,7.777,2.596,1.663,618739968.0,122972000.0,135240368.0,247592992.0,3.84,4.04,28.315,46.006,1.064,116.49,59.44,4825517568.0,,0.0,SKY
,-1.0344828,1.1320755,,,,-0.065,0.0,0.0,0.0,0.0,-0.94311,-0.54876,,,,0.98,4.771,4.222,35312308.0,321845.0,-14401440.0,-41469144.0,-1.3,-1.16,1.06,,2.68,5.75,1.1,38468952.0,,0.0,SKYE
,-50.26316,2.7721336,30.071047,,28.734,-31.229,-0.17824,-1.05163,-0.65045,-0.92012,-0.11672,-0.03375,0.782,,,210.982,1.859,0.944,23505000.0,345705984.0,-35944248.0,-9360000.0,-0.46,-0.19,3.445,0.741,1.438,14.52,8.22,725464000.0,,0.0,SKYH
6.888889,-256.85715,4.5232706,2.5164642,,3.058,37.113,0.36358002,0.07258,0.23277001,0.08239,0.97293,0.0035100002,0.607,97.333,94.247,105.917,0.671,0.475,30895000.0,211568000.0,-8890750.0,5828000.0,2.61,-0.07,3.975,7.231,3.504,24.234,5.67,872173824.0,,0.0,SKYT
9.875835,12.383233,1.5496674,1.0495206,,1.474,5.921,0.109239995,0.16584998,0.33055001,0.2489,0.17417999,0.055,0.15,0.301,0.297,92.207,0.708,0.58,753358976.0,2469544960.0,299539360.0,894756992.0,10.47,8.35,66.724,98.501,1.631,135.57,74.7,4175111680.0,,0.0,SKYW
,-12.473683,-20.431034,2.9706082,,3.452,-10.842,-0.39121,-0.2831,0.28511998,-0.31839,-14.213929,-0.31792,0.078,,,3217.45,0.653,0.437,7829739.0,37351608.0,-5199855.0,-16605196.0,-0.35,-0.19,-0.116,0.872,-4013.187,2.57,0.88,269586016.0,,0.0,SKYX
,122.00001,4.3423033,6.259161,,5.668,-77.416,-0.115839995,-0.059910003,0.55886,-0.07322,-0.079959996,-0.047909997,0.238,,,,4.491,3.485,439024992.0,0.0,90758376.0,97487000.0,-2.63,1.16,32.591,22.787,1.557,160.0,82.82,4649348608.0,,0.0,SLAB
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLAM
14.96498,10.479564,2.2412586,1.6301047,,1.927,8.846,0.10341,0.15479,0.19307,0.21789,0.15182,0.0686,-0.025,-0.398,-0.377,47.459,1.387,0.904,3584999936.0,12776999936.0,2153999872.0,5873999872.0,2.57,3.67,17.16,25.19,0.732,44.66,31.11,57456300032.0,2.96,0.4397,SLB
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLCA
,-2.0981817,2.0621872,,,,-1.4,0.0,0.0,0.0,0.0,-0.8683,-0.4367,,,,10.065,6.737,6.498,236142000.0,21937000.0,-77397752.0,-132379000.0,-2.48,-2.75,2.798,,2.977,7.37,2.41,449542080.0,,0.0,SLDB
,-10.551021,2.5798404,49.87334,,37.618,-9.27,0.0,-6.3435197,0.07211,0.0,-0.23634,-0.13894,-0.198,,,2.236,15.782,15.558,251214000.0,8524000.0,-50341876.0,-68871000.0,-0.54,-0.49,2.004,0.109,1.881,8.86,0.68,987591872.0,,0.0,SLDP
,-1.3658209,-0.7055512,0.9090919,,0.991,-0.932,-1.3712801,-1.25918,0.39626998,-1.06388,-20.95509,-0.85595,-0.453,,,,0.465,0.372,1061000.0,3304000.0,-5073375.0,-10107000.0,-18.91,-0.67,-1.297,18.474,1.942,33.2,0.77,10516375.0,,0.0,SLE
15.497355,10.828096,1.394264,0.9490184,,-1.64,-10.202,0.0889,0.17148,0.40589002,0.16079001,0.12177,0.0082,0.041,-0.154,-0.177,51.118,53.424,49.701,105035997184.0,13285000192.0,-5833625088.0,2209999872.0,3.78,5.41,42.015,60.743,0.806,66.81,52.44,32728799232.0,4.45,0.6515,SLF
2129.5,-18.928888,0.85173184,4.8828588,,14.569,65.242,0.03873,0.042329997,0.35794997,0.2233,0.00612,-0.00579,0.099,,,135.478,1.867,0.634,196003008.0,5963078144.0,-343298528.0,112595000.0,0.02,-2.25,50.004,9.506,1.585,79.22,40.26,3231544320.0,7.26,153.75,SLG
,-84.375,4.3343325,5.947516,,4.906,-9.237,-0.4737,-15.72,-0.28714,-0.53109,-0.29591,-0.16478,-0.925,,,4.161,5.15,4.993,20843000.0,1083000.0,,,-3.23,-0.48,9.344,6.81,1.363,52.26,4.02,112824376.0,,0.0,SLGL
13.159863,9.34541,1.7990327,0.64421743,,1.346,8.889,0.049060002,0.10248,0.17674999,0.15138,0.14574,0.04764,0.151,0.14,0.132,217.704,1.27,0.772,389169984.0,4947216896.0,17898124.0,371796000.0,2.94,4.14,21.506,60.133,0.737,57.61,36.15,4139566080.0,2.07,0.2687,SLGN
7.4754095,-42.61682,3.7285361,,,,-76.553,0.0,0.0,0.0,0.0,,,,,,0.166,4.167,3.837,32062000.0,419000.0,,-17319000.0,0.61,,1.223,,1.946,6.4,1.08,1086543232.0,,0.0,SLI
10.572413,10.22,2.9781446,4.3762593,,6.657,,0.42668,0.50738,1.0,0.0,0.27853,0.02091,2.256,,,292.104,1.374,1.364,3591303936.0,6839028224.0,,-329577984.0,2.9,3.0,10.295,6.974,1.146,34.97,23.81,6392038912.0,1.7,0.17930001,SLM
,-7.7333336,4.4387755,12.727383,,34.233,-12.74,-2.49864,-148.81133,0.91323996,-2.68699,-0.64302003,-0.23403,-0.894,,,0.246,7.689,7.156,102192000.0,182000.0,-29535996.0,-72465000.0,-1.35,,1.568,0.543,1.343,8.88,1.97,328748288.0,,0.0,SLN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLNA
,15.090909,2.3953822,0.19205,,0.517,51.738,-0.10079,-0.05302,0.04894,0.01,-0.75143,-0.00783,0.231,,,380.113,1.294,1.186,40482000.0,332371008.0,20597500.0,-3422000.0,-1.75,0.22,1.386,17.791,0.424,5.34,2.68,179655280.0,,0.0,SLND
82.66667,-82.66667,1.3831568,1.2762924,,1.264,13.288,0.01403,0.04713,0.27215,0.09512,0.015360001,-0.00352,0.153,0.2,0.122,14.26,1.422,1.285,10404000.0,9511000.0,-7296625.0,10105000.0,0.06,-0.06,3.586,3.887,-0.03,8.28,3.29,92237656.0,,0.0,SLNG
,-0.80582523,7.345133,3.9462981,,5.147,-3.619,-2.74168,-0.92454004,0.62226003,-1.4221699,-1.2704101,-0.28474,0.118,,,36.66,1.182,0.993,51371000.0,26932000.0,-7866375.0,-5136000.0,-8.29,,0.226,1.944,4.847,5.14,0.36,113582352.0,,0.0,SLNH
